ORF_TYPE,CAI,CHECKSUM,HIDROPHOBICITY,ISOELECTRIC,AROMATIC,INSTABLE,MW,HELIX,TURN,SHEET,MOL_EXT_RED,MOL_EXT_OX
Dubious_ORF,0.1734270866842693,2259790010,0.5413461538461539,6.517863655090332,0.06730769230769232,37.28173076923077,11336.033099999984,0.375,0.23076923076923078,0.23076923076923078,8940,9190
Dubious_ORF,0.19339699863476378,2787843972,-0.1142857142857143,8.978592491149904,0.14285714285714285,72.37023809523808,9656.04469999999,0.369047619047619,0.2738095238095238,0.14285714285714285,10430,10555
Verified_ORF,0.3452921556868296,1669573405,0.2541666666666667,5.134175300598144,0.09166666666666667,19.864166666666655,12849.485799999986,0.31666666666666665,0.19166666666666665,0.3,15930,15930
Uncharacterized_ORF,0.12459364809325021,1012700946,0.23066666666666663,10.044448280334471,0.12,62.855999999999995,8758.510099999998,0.4266666666666667,0.24,0.16,5960,6210
Verified_ORF,0.2422538383031355,522022300,-0.06273187183811155,8.173317909240723,0.1551433389544688,35.74797639123101,68841.2935000002,0.3962900505902192,0.21247892074198987,0.2209106239460371,173150,173650
Dubious_ORF,0.12282513693069712,1157629445,0.6441176470588231,10.243977928161616,0.09803921568627451,52.100098039215666,12112.734099999985,0.4803921568627451,0.13725490196078433,0.2549019607843137,5960,6085
Uncharacterized_ORF,0.23671463636214202,2201563663,0.12578125000000012,5.086316871643065,0.03125,21.850781250000004,12919.051999999987,0.2421875,0.3359375,0.2109375,6990,6990
Uncharacterized_ORF,0.2506388925658374,263468262,0.9682539682539685,4.181553840637206,0.031746031746031744,28.088888888888878,13273.147699999998,0.41269841269841273,0.15873015873015872,0.23015873015873015,2980,3230
Uncharacterized_ORF,0.229347909806146,486554527,0.01746031746031745,4.2822156906127935,0.15079365079365079,34.91992063492061,13885.446799999989,0.3412698412698413,0.26190476190476186,0.16666666666666666,24410,24535
Verified_ORF,0.13670903774584262,231920264,-0.23510638297872338,9.727844047546387,0.1276595744680851,43.73510638297872,11003.658299999985,0.3404255319148936,0.24468085106382978,0.2127659574468085,1490,1615
Uncharacterized_ORF,0.15621341024042287,820155409,0.07708333333333338,9.736224937438962,0.10416666666666666,47.28552083333333,11308.257799999988,0.40625000000000006,0.1875,0.14583333333333331,12950,13200
Verified_ORF,0.2935649355430051,1959484416,-0.12027231467473529,4.177518272399902,0.058245083207261725,32.2015431164903,138071.22960000014,0.22995461422087748,0.28895612708018154,0.15279878971255673,150230,151230
Verified_ORF,0.2921583417879861,2521780149,-0.19321663019693716,5.353119087219238,0.09190371991247265,24.726039387308532,49626.569800000114,0.2975929978118162,0.25820568927789933,0.24288840262582057,55350,55725
Uncharacterized_ORF,0.2518658443470393,2411074251,-0.23525179856115103,5.707680702209472,0.0695443645083933,32.82110311750599,46098.09000000003,0.2853717026378897,0.21342925659472423,0.2685851318944844,45380,46255
Verified_ORF,0.2710577175903249,199511194,-0.06361256544502611,6.095436286926269,0.06544502617801047,36.1725392670157,41581.51230000004,0.3036649214659686,0.23821989528795812,0.22774869109947643,36440,37065
Dubious_ORF,0.17247566882918336,3441506715,0.701428571428571,9.54539852142334,0.1357142857142857,44.927142857142854,15822.704799999981,0.4142857142857143,0.17857142857142855,0.35714285714285715,4470,4720
Verified_ORF,0.2088505049159795,4112752976,-0.8051886792452834,9.694320487976075,0.04245283018867925,34.819811320754724,23890.949899999992,0.24056603773584906,0.20754716981132076,0.30188679245283023,13980,13980
Verified_ORF,0.19588821173712065,2297611055,-0.34482071713147383,5.149692344665527,0.08964143426294821,31.698804780876493,56967.256599999986,0.31673306772908366,0.25298804780876494,0.25298804780876494,97860,98235
Dubious_ORF,0.12138019739633472,1953535440,0.28448275862068967,10.15868625640869,0.07758620689655173,44.57672413793103,12969.189199999988,0.3620689655172414,0.25,0.22413793103448276,9970,10220
Verified_ORF,0.17401620828216843,125535729,-0.471818181818181,6.75698528289795,0.08863636363636364,43.99752272727293,98654.61200000062,0.28977272727272724,0.3,0.20340909090909093,91680,92430
Verified_ORF,0.1584794703974232,232659406,-0.29833333333333334,8.55032901763916,0.06666666666666667,46.0861111111111,19876.5686,0.2888888888888889,0.23888888888888887,0.18888888888888888,18450,18700
Verified_ORF,0.276629120638434,2040572686,-0.27194950911640925,6.15335521697998,0.0967741935483871,34.63563814866767,79139.8161000004,0.3169705469845722,0.2300140252454418,0.2244039270687237,112190,112565
Verified_ORF,0.23451391176480288,262658895,0.22413793103448357,8.150431632995605,0.12515964240102173,28.74611749680717,87467.57400000034,0.37931034482758624,0.2375478927203065,0.23754789272030652,89730,90355
Verified_ORF,0.1681814752930753,462311868,-0.27631327602674194,6.537075233459473,0.08978032473734479,44.41808978032496,118889.74210000076,0.31518624641833815,0.2636103151862464,0.24737344794651384,79190,80315
Verified_ORF,0.24449452416208597,609140159,-0.08130081300812997,5.838580894470215,0.10975609756097562,37.41991869918698,27088.56810000002,0.3252032520325203,0.21951219512195122,0.2398373983739837,22920,23170
Verified_ORF,0.20405581867557845,663980299,-0.15528700906344436,5.662436866760253,0.09818731117824774,38.8326435045318,75149.43140000035,0.3489425981873112,0.2175226586102719,0.23413897280966767,69790,70790
Dubious_ORF,0.1800351174873126,1533854567,0.5467889908256879,5.677044486999511,0.11009174311926606,41.57614678899082,12154.19119999999,0.4036697247706422,0.26605504587155965,0.22018348623853212,4470,4595
Verified_ORF,0.19293637361840058,3217941248,-0.7906752411575544,4.971956825256346,0.05305466237942122,54.85964630225099,72104.7813000002,0.2877813504823151,0.2395498392282958,0.28456591639871387,32890,32890
Verified_ORF,0.223318109139534,2377559378,-0.42627118644067796,9.952967643737793,0.05084745762711865,59.281355932203375,13355.509099999985,0.2711864406779661,0.23728813559322035,0.22033898305084748,17990,18115
Dubious_ORF,0.2951153292642552,2067484383,0.35882352941176476,6.563789558410644,0.08823529411764705,36.43235294117646,11647.599799999989,0.3529411764705882,0.13725490196078433,0.303921568627451,13980,14355
Verified_ORF,0.3021068997853802,130005267,-0.6209090909090913,9.587883186340331,0.09090909090909091,47.05545454545454,12537.285099999992,0.2545454545454545,0.20909090909090908,0.28181818181818186,5960,5960
Verified_ORF,0.21776599932616628,2761955543,-0.4364705882352942,4.687591361999511,0.07058823529411765,45.52000000000001,18792.794899999994,0.28823529411764703,0.24705882352941175,0.2823529411764706,25440,25440
Verified_ORF,0.23140838782842274,3347243310,-0.3625477707006364,5.891100120544433,0.06878980891719745,50.590191082802725,88471.97050000058,0.3057324840764331,0.24713375796178344,0.2726114649681529,65320,65570
Dubious_ORF,0.18682179870495286,1006937494,0.05439999999999999,9.443538475036618,0.064,76.77359999999997,13703.557899999985,0.288,0.32799999999999996,0.15999999999999998,4470,4720
Verified_ORF,0.22501005749134495,2229473451,-0.39975903614457825,6.345186805725096,0.0891566265060241,33.520987951807236,46234.61500000007,0.2867469879518072,0.25783132530120484,0.21204819277108433,38390,39015
Verified_ORF,0.19432366772988036,2087578358,-0.4776346604215458,8.60190372467041,0.07611241217798595,50.720960187353846,96938.47840000057,0.28805620608899296,0.28688524590163933,0.2306791569086651,59820,60195
Verified_ORF,0.2267472733017062,530834942,-0.26103448275862084,9.23311367034912,0.09827586206896552,52.875706896551826,64990.070100000274,0.29482758620689653,0.2913793103448276,0.24310344827586206,58790,59415
Verified_ORF,0.2443976777976319,780022548,-0.6486988847583645,5.284571266174315,0.08178438661710037,61.43981412639405,30080.531600000042,0.23420074349442377,0.31226765799256506,0.23048327137546465,44460,44710
Verified_ORF,0.3507082505868113,2998706471,-0.14800000000000052,7.556084632873536,0.062,23.2306,54543.986300000084,0.302,0.224,0.23399999999999999,27850,28225
Dubious_ORF,0.29337941216152713,875740078,-0.22191358024691352,4.0500284194946286,0.11728395061728394,30.056172839506175,35788.16440000006,0.35185185185185186,0.3117283950617284,0.1419753086419753,88000,88000
Uncharacterized_ORF,0.14162033044206015,209349596,0.5400000000000001,9.700380516052245,0.06666666666666667,50.70333333333333,3447.1832000000013,0.4,0.23333333333333334,0.2,0,0
Uncharacterized_ORF,0.17995744721562268,2241082358,-0.12284644194756558,8.1805383682251,0.09737827715355805,48.361460674157286,30456.72630000002,0.34831460674157305,0.21722846441947566,0.2247191011235955,21890,22140
Verified_ORF,0.23493810415979963,804261257,-0.13170731707317063,8.482185935974119,0.05691056910569106,36.243089430894294,40700.52050000006,0.32791327913279134,0.2195121951219512,0.24390243902439024,24410,24660
Verified_ORF,0.2864776562166007,4097208529,-0.7409181636726557,5.612930107116699,0.043912175648702596,48.881836327345546,112267.05600000081,0.248502994011976,0.18562874251497005,0.3153692614770459,59820,60195
Dubious_ORF,0.14861995113442542,3366529114,0.3623931623931621,9.553714942932128,0.08547008547008547,38.17358974358973,13263.738799999988,0.3846153846153846,0.18803418803418803,0.24786324786324784,5960,6085
Verified_ORF,0.15868155620733004,993524170,-0.5290657439446369,5.129457664489746,0.04844290657439446,34.563667820069206,33242.77320000006,0.3217993079584775,0.17301038062283736,0.31141868512110726,11920,12045
Verified_ORF,0.17420193314851704,844255801,-0.8353510895883768,9.875154304504395,0.09443099273607748,57.07336561743348,47067.60930000007,0.26634382566585957,0.3414043583535109,0.19854721549636806,60280,60405
Verified_ORF,0.1730123491509817,1950842286,-0.24277456647398843,7.676924324035646,0.05202312138728323,48.95895953757227,19573.3429,0.3179190751445087,0.24855491329479767,0.21965317919075145,4470,4720
Verified_ORF,0.208990346788791,2624449030,-0.8261213720316617,9.145501136779785,0.0554089709762533,39.99815303430079,42482.22170000007,0.23482849604221637,0.24802110817941952,0.26385224274406327,25900,25900
Dubious_ORF,0.16544781994944427,387133953,0.4598039215686274,8.330169486999512,0.10784313725490197,53.820686274509804,11414.344599999986,0.4019607843137255,0.303921568627451,0.2156862745098039,5960,6210
Verified_ORF,0.17230196385953642,555659472,-0.45592105263157867,9.715079307556149,0.075,55.922907894737016,86634.73670000047,0.30263157894736836,0.26973684210526316,0.2355263157894737,89270,89895
Verified_ORF,0.15969864954786658,732738639,-0.2196581196581201,7.87850399017334,0.05128205128205128,52.72564102564102,13201.123799999987,0.29914529914529914,0.18803418803418803,0.28205128205128205,8480,8480
Verified_ORF,0.19079285225877732,3500341012,-0.32807613868116703,7.52243595123291,0.0965329707681849,41.94086335825993,169341.45550000077,0.3392250169952414,0.21006118286879671,0.26172671651937457,168920,169795
Verified_ORF,0.2028275238599285,1275916946,-0.6874999999999996,8.880213737487793,0.06060606060606061,56.92481060606074,58749.337200000184,0.24053030303030304,0.2954545454545454,0.22348484848484848,28880,29130
Verified_ORF,0.16658451476856415,2661924640,-0.2551724137931033,9.35972957611084,0.06130268199233717,50.103065134099616,29769.270000000044,0.3371647509578544,0.20689655172413793,0.2413793103448276,14440,14565
Dubious_ORF,0.1537760504872015,2699987318,0.10758620689655175,10.120005226135252,0.09655172413793103,43.90896551724138,17437.90909999999,0.4137931034482759,0.12413793103448276,0.24137931034482757,15930,15930
Verified_ORF,0.21436446318828645,3770838991,-0.211734317343172,5.296791648864747,0.10996309963099632,36.39957195571979,153762.85430000015,0.33874538745387456,0.22140221402214022,0.24354243542435428,176480,177230
Verified_ORF,0.23850715891008034,3128245498,-1.1849673202614384,5.160775947570799,0.06862745098039216,58.99673202614377,35695.10800000007,0.21895424836601307,0.17973856209150324,0.29411764705882354,47900,48275
Verified_ORF,0.18505668351118226,419153516,-0.6031358885017424,6.049851417541503,0.06829268292682927,53.06307317073202,163148.24730000072,0.286411149825784,0.2759581881533101,0.22090592334494774,122620,123120
Verified_ORF,0.23995241709841283,1146319647,-0.05243741765480921,7.610309028625489,0.14756258234519104,38.452332015810335,86868.70740000042,0.3649538866930171,0.2490118577075099,0.23451910408432147,199160,199785
Verified_ORF,0.22792167898450955,3014775253,0.2626692456479687,4.937853431701659,0.1218568665377176,36.460735009671176,58316.60670000011,0.38684719535783363,0.22437137330754353,0.2475822050290135,66350,66600
Verified_ORF,0.22640122372031996,362554953,-0.5599761051373927,6.36667194366455,0.0908004778972521,44.199068100358595,94668.61640000054,0.28195937873357224,0.2616487455197133,0.23894862604540024,93740,94240
Verified_ORF,0.21998431291687864,2505261606,-0.32492492492492525,6.251061439514161,0.08408408408408409,31.718618618618613,36466.6266,0.2912912912912913,0.2702702702702703,0.1741741741741742,62910,63660
Dubious_ORF,0.2562418171474838,868426116,0.13756613756613761,9.828221321105957,0.10052910052910052,62.34285714285715,21605.152100000007,0.36507936507936506,0.24338624338624337,0.17989417989417988,33920,34295
Verified_ORF,0.2328126984561655,3571337407,-0.7668435013262618,5.2401231765747065,0.0680813439434129,45.65703801945206,128505.2320000009,0.26436781609195403,0.23430592396109637,0.24403183023872677,80680,81055
Verified_ORF,0.21014873107733342,1085575688,0.4409230769230776,8.706149101257324,0.1723076923076923,38.739692307692316,37049.97370000007,0.4430769230769231,0.24000000000000002,0.25230769230769234,40800,40800
Verified_ORF,0.19653562525138715,359491743,-0.4715339233038337,5.46219310760498,0.07448377581120944,43.25938053097383,152330.13700000057,0.2935103244837758,0.2691740412979351,0.23893805309734514,91680,92430
Dubious_ORF,0.18675894663027845,3453098761,0.013114754098360536,6.554581642150879,0.19672131147540983,47.39524590163933,7405.476000000001,0.47540983606557374,0.21311475409836061,0.21311475409836067,10430,10430
Dubious_ORF,0.18375304750390953,3636440666,0.7951923076923074,4.0500284194946286,0.09615384615384615,41.587499999999984,11222.770499999993,0.4230769230769231,0.24038461538461536,0.27884615384615385,1490,1490
Verified_ORF,0.1884062896970213,1881478308,0.0855118110236221,4.548733711242675,0.07244094488188976,41.953858267716626,70906.50220000031,0.36692913385826775,0.19370078740157481,0.30236220472440944,56380,56755
Verified_ORF,0.19735252590877686,2433595911,-0.3493734335839603,8.090669441223145,0.06766917293233082,49.07293233082704,45576.370400000014,0.3258145363408521,0.20551378446115287,0.24812030075187969,71390,71640
Verified_ORF,0.18777070337711566,1141127581,-0.5074509803921562,4.654624748229981,0.0392156862745098,46.738431372549016,29048.389900000002,0.32156862745098036,0.23529411764705882,0.27058823529411763,7450,7575
Verified_ORF,0.2660389761747101,162907704,-0.9982716049382705,4.593977546691894,0.06172839506172839,58.74123456790131,46977.31710000004,0.23950617283950615,0.1901234567901235,0.3111111111111111,34840,35215
Verified_ORF,0.31263351535838046,1736757935,-0.14441624365482267,6.05593318939209,0.06598984771573604,30.463451776649745,42541.52380000008,0.30456852791878175,0.2436548223350254,0.266497461928934,25900,25900
